phosphofructokinase,"PFK2 // ""PFK1""",TUPLE // YMR205C-MONOMER // 4 // TUPLE // YGR240C-MONOMER // 4,"phosphofructokinase beta subunit // ""phosphofructokinase alpha subunit"""
phosphopantothenoylcysteine decarboxylase,"SIS2 // ""VHS3"" // ""CAB3""",TUPLE // MONOMER3O-474 // 1 // TUPLE // MONOMER3O-317 // 1 // TUPLE // MONOMER3O-299 // 1,"phosphopantothenoylcysteine decarboxylase subunit // ""phosphopantothenoylcysteine decarboxylase subunit"" // ""phosphopantothenoylcysteine decarboxylase subunit"""
PLP synthase,SNZ1,TUPLE // G3O-32796-MONOMER // 6,PLP synthase
pyridoxal 5'-phosphate synthase complex,"SNZ1 // ""SNO1""",TUPLE // CPLX-8753 // 1 // TUPLE // G3O-32796-MONOMER // 6 // TUPLE // G3O-32795-MONOMER // 1,"PLP synthase // ""glutaminase"""
pyridoxine kinase,BUD16,TUPLE // MONOMER3O-37 // 1,pyridoxine kinase
pyridoxamine 5'-phosphate oxidase/pyridoxine 5'-phosphate oxidase,PDX3,TUPLE // YBR035C-MONOMER // 2,pyridoxine phosphate oxidase
pyrroline-5-carboxylate reductase subunit,PRO3,TUPLE // YER023W-MONOMER // 4,pyrroline-5-carboxylate reductase subunit
pyruvate decarboxylase 1,PDC1,TUPLE // MONOMER3O-117 // 4,pyruvate decarboxylase
pyruvate decarboxylase 2,PDC5,TUPLE // YLR134W-MONOMER // 4,decarboxylase
pyruvate decarboxylase 3,PDC6,TUPLE // YGR087C-MONOMER // 4,decarboxylase
pyruvate dehydrogenase E1 component,"PDA1 // ""PDB1""",TUPLE // YER178W-MONOMER // 1 // TUPLE // YBR221C-MONOMER // 1,"pyruvate dehydrogenase E1 &alpha; subunit // ""pyruvate dehydrogenase E1 &beta; subunit"""
pyruvate dehydrogenase multienzyme complex,"LAT1 // ""PDB1"" // ""PDA1"" // ""PDX1"" // ""LPD1""",TUPLE // YNL071W-MONOMER // 1 // TUPLE // CPLX3O-10512 // 1 // TUPLE // YBR221C-MONOMER // 1 // TUPLE // YER178W-MONOMER // 1 // TUPLE // YGR193C-MONOMER // 1 // TUPLE // YFL018C-MONOMER // 1,"dihydrolipoamide acetyltransferase // ""pyruvate dehydrogenase E1 &beta; subunit"" // ""pyruvate dehydrogenase E1 &alpha; subunit"" // ""Pyruvate Dehydrogenase complex protein X"" // ""dihydrolipoamide dehydrogenase"""
riboflavine synthetase monomer,RIB5,TUPLE // MONOMER3O-75 // 3,riboflavine synthetase monomer
ribonucleoside-diphosphate reductase,"RNR1 // ""RNR4"" // ""RNR2""",TUPLE // CPLX3O-10513 // 1 // TUPLE // YER070W-MONOMER // 2 // TUPLE // CPLX3O-10514 // 1 // TUPLE // YGR180C-MONOMER // 1 // TUPLE // YJL026W-MONOMER // 1,"ribonucleoside-diphosphate reductase, large subunit R1 // ""ribonucleoside-diphosphate reductase, small subunit R4"" // ""ribonucleoside-diphosphate reductase, small subunit R2"""
ribonucleoside-diphosphate reductase,"RNR4 // ""RNR2"" // ""RNR3"" // ""RNR1""",TUPLE // CPLX3O-10514 // 1 // TUPLE // YGR180C-MONOMER // 1 // TUPLE // YJL026W-MONOMER // 1 // TUPLE // CPLX3O-10516 // 1 // TUPLE // YIL066C-MONOMER // 1 // TUPLE // YER070W-MONOMER // 1,"ribonucleoside-diphosphate reductase, small subunit R4 // ""ribonucleoside-diphosphate reductase, small subunit R2"" // ""ribonucleoside-diphosphate reductase, large subunit R3"" // ""ribonucleoside-diphosphate reductase, large subunit R1"""
ribonucleoside-diphosphate reductase large subunit homodimer,RNR1,TUPLE // YER070W-MONOMER // 2,"ribonucleoside-diphosphate reductase, large subunit R1"
ribonucleoside-diphosphate reductase small subunit heterodimer,"RNR2 // ""RNR4""",TUPLE // YJL026W-MONOMER // 1 // TUPLE // YGR180C-MONOMER // 1,"ribonucleoside-diphosphate reductase, small subunit R2 // ""ribonucleoside-diphosphate reductase, small subunit R4"""
S-adenosylmethionine decarboxylase,SPE2,TUPLE // MONOMER3O-32362 // 1 // TUPLE // MONOMER3O-32361 // 1,"S-adenosylmethionine decarboxylase proenzyme // ""S-adenosylmethionine decarboxylase, &alpha; chain"" // ""S-adenosylmethionine decarboxylase, &beta; chain"""
S-hydroxymethyl-glutathione dehydrogenase/<i>S</i>-nitrosoglutathione dehydrogenase,SFA1,TUPLE // YDL168W-MONOMER // 1,S-(hydroxymethyl)glutathione dehydrogenase subunit
sterol 24-C-methyltransferase subunit,ERG6,TUPLE // MONOMER3O-188 // 4,sterol 24-C-methyltransferase subunit
serine palmitoyltransferase,"LCB1 // ""LCB2""",TUPLE // YMR296C-MONOMER // 1 // TUPLE // YDR062W-MONOMER // 1,"serine palmitoyltransferase // ""serine palmitoyltransferase catalytic subunit"""
,MET8,TUPLE // G3O-29150-MONOMER // 2,G3O-29150-MONOMER
sterol C-4 demethylation complex,"ERG28 // ""ERG27"" // ""ERG26"" // ""ERG25""",TUPLE // MONOMER3O-271 // 1 // TUPLE // YLR100W-MONOMER // 1 // TUPLE // YGL001C-MONOMER // 1 // TUPLE // YGR060W-MONOMER // 1,"Erg28p // ""3-keto sterol reductase"" // ""C-3 sterol dehydrogenase"" // ""C-4 methyl sterol oxidase"""
succinate dehydrogenase (ubiquinone),"SDH1 // ""SDH2"" // ""SDH3"" // ""SDH4""",TUPLE // CPLX3O-32 // 1 // TUPLE // YKL148C-MONOMER // 1 // TUPLE // YLL041C-MONOMER // 1 // TUPLE // CPLX3O-34 // 1 // TUPLE // YKL141W-MONOMER // 1 // TUPLE // YDR178W-MONOMER // 1,"succinate dehydrogenase flavoprotein // ""succinate dehydrogenase iron-sulfur protein subunit"" // ""succinate dehydrogenase cytochrome b"" // ""succinate dehydrogenase membrane anchor subunit"""
succinate dehydrogenase catalytic dimer,"SDH2 // ""SDH1""",TUPLE // YLL041C-MONOMER // 1 // TUPLE // YKL148C-MONOMER // 1,"succinate dehydrogenase iron-sulfur protein subunit // ""succinate dehydrogenase flavoprotein"""
succinate dehydrogenase membrane dimer,"SDH4 // ""SDH3""",TUPLE // YDR178W-MONOMER // 1 // TUPLE // YKL141W-MONOMER // 1,"succinate dehydrogenase membrane anchor subunit // ""succinate dehydrogenase cytochrome b"""
"alpha subunit of succinyl-CoA ligase // ""beta subunit of succinyl-CoA ligase""","LSC2 // ""LSC1""",TUPLE // YGR244C-MONOMER // 1 // TUPLE // YOR142W-MONOMER // 1,"beta subunit of succinyl-CoA ligase // ""alpha subunit of succinyl-CoA ligase"""
Met3,MET3,TUPLE // YJR010W-MONOMER // 2,Met3
|Tap-Un|,,,
|Tar-Un|,,,
thiamine diphosphate kinase,,TUPLE // MONOMER-18225 // 6 // TUPLE // MONOMER-18224 // 6,
thiamine pyrophosphokinase,THI80,TUPLE // YOR143C-MONOMER // 2,thiamin pyrophosphokinase
thiazole synthase,THI4,TUPLE // CPLX3O-155 // 4 // TUPLE // MONOMER3O-153 // 8,MONOMER3O-153
thiazole synthase dimer,THI4,TUPLE // MONOMER3O-153 // 2,MONOMER3O-153
thiol oxidase,ERO1,TUPLE // G3O-32708-MONOMER // 2,thiol oxidase monomer
thymidylate kinase,CDC8,TUPLE // YJR057W-MONOMER // 2,thymidylate kinase monomer
thymidylate synthase subunit,CDC21,TUPLE // YOR074C-MONOMER // 2,thymidylate synthase subunit
TMP diphosphorylase/hydroxyethylthiazole kinase,THI6,TUPLE // YPL214C-MONOMER // 8,TMP diphosphorylase/hydroxyethylthiazole kinase
trehalose synthase complex,"TPS3 // ""TPS2"" // ""TPS1"" // ""TSL1""",TUPLE // MONOMER3O-4030 // 1 // TUPLE // YDR074W-MONOMER // 1 // TUPLE // YBR126C-MONOMER // 1 // TUPLE // MONOMER3O-4029 // 1,"trehalose synthase complex regulatory subunit TPS3 // ""trehalose-6-phosphate phosphatase"" // YBR126C-MONOMER // ""trehalose synthase complex regulatory subunit TSL1"""
|Trg-Un|,,,
tRNA (adenine<sup>58</sup>-<i>N</i><sup>1</sup>)-methyltransferase,"GCD14 // ""GCD10""",TUPLE // G3O-31576-MONOMER // 1 // TUPLE // G3O-33092-MONOMER // 1,"tRNA (adenine<sup>58</sup>-<i>N</i><sup>1</sup>)-methyltransferase subunit TRM61 // ""tRNA (adenine<sup>58</sup>-<i>N</i><sup>1</sup>)-methyltransferase  subunit TRM6"""
tRNA (guanine<sup>10</sup>-<i>N</i><sup>2</sup>)-methyltransferase,"TRM11 // ""TRM112""",TUPLE // G3O-33520-MONOMER // 1 // TUPLE // G3O-33353-MONOMER // 1,"tRNA (guanine<sup>10</sup>-<i>N</i><sup>2</sup>)-monomethyltransferase catalytic subunit // ""tRNA (guanine<sup>10</sup>-<i>N</i><sup>2</sup>)-methyltransferase subunit TRM112"""
tRNA-splicing endonuclease,"SEN2 // ""SEN15"" // ""SEN34"" // ""SEN54""",TUPLE // G3O-32253-MONOMER // 1 // TUPLE // G3O-32762-MONOMER // 1 // TUPLE // G3O-28870-MONOMER // 1 // TUPLE // G3O-33989-MONOMER // 1,"tRNA-splicing endonuclease subunit SEN2 // ""tRNA-splicing endonuclease subunit SEN15"" // ""tRNA-splicing endonuclease subunit SEN34"" // ""tRNA-splicing endonuclease subunit SEN54"""
tRNA<sup>His</sup> guanylyltransferase,THG1,TUPLE // G3O-30749-MONOMER // 2,tRNA<sup>His</sup> guanylyltransferase monomer
|Tsr-Un|,,,
ubiquinol cytochrome c reductase,"QCR10 // ""QCR9"" // ""QCR8"" // ""QCR7"" // ""QCR6"" // ""QCR2"" // ""COR1"" // ""CYT1"" // ""RIP1"" // ""COB""",TUPLE // G3O-31243-MONOMER // 1 // TUPLE // YGR183C-MONOMER // 1 // TUPLE // YJL166W-MONOMER // 1 // TUPLE // YDR529C-MONOMER // 1 // TUPLE // YFR033C-MONOMER // 1 // TUPLE // YPR191W-MONOMER // 1 // TUPLE // YBL045C-MONOMER // 1 // TUPLE // MONOMER3O-103 // 1 // TUPLE // YEL024W-MONOMER // 1 // TUPLE // Q0105-MONOMER // 1,"ubiquinol-cytochrome C oxidoreductase // ""ubiquinol cytochrome c reductase subunit 9"" // ""ubiquinol cytochrome C reductase subunit 8"" // ""ubiquinol cytochrome C reductase subunit 7"" // ""ubiquinol-cytochrome C reductase subunit 6"" // ""ubiquinol cytochrome-c reductase subunit 2"" // ""ubiquinol-cytochrome c reductase core subunit"" // ""cytochrome c1"" // ""ubiquinol-cytochrome c reductase, Rieske iron-sulfur protein subunit"" // ""cytochrome b"""
ubiquinol cytochrome c reductase complex,"COB // ""RIP1"" // ""CYT1"" // ""COR1"" // ""QCR2"" // ""QCR6"" // ""QCR7"" // ""QCR8"" // ""QCR9"" // ""QCR10""",TUPLE // CPLX3O-105 // 2 // TUPLE // Q0105-MONOMER // 2 // TUPLE // YEL024W-MONOMER // 2 // TUPLE // MONOMER3O-103 // 2 // TUPLE // YBL045C-MONOMER // 2 // TUPLE // YPR191W-MONOMER // 2 // TUPLE // YFR033C-MONOMER // 2 // TUPLE // YDR529C-MONOMER // 2 // TUPLE // YJL166W-MONOMER // 2 // TUPLE // YGR183C-MONOMER // 2 // TUPLE // G3O-31243-MONOMER // 2,"cytochrome b // ""ubiquinol-cytochrome c reductase, Rieske iron-sulfur protein subunit"" // ""cytochrome c1"" // ""ubiquinol-cytochrome c reductase core subunit"" // ""ubiquinol cytochrome-c reductase subunit 2"" // ""ubiquinol-cytochrome C reductase subunit 6"" // ""ubiquinol cytochrome C reductase subunit 7"" // ""ubiquinol cytochrome C reductase subunit 8"" // ""ubiquinol cytochrome c reductase subunit 9"" // ""ubiquinol-cytochrome C oxidoreductase"""
UDP-glucose pyrophosphorylase subunit,UGP1,TUPLE // YKL035W-MONOMER // 8,UDP-glucose pyrophosphorylase subunit
[a <i>holo</i> malonate decarboxylase acyl-carrier-protein],,,
"[a pyruvate, water dikinase]-phosphate",,,
[a SoxY protein],,,
[a SoxZY protein]-thiocysteine-sulfate,,,
[an <i>apo</i> malonate decarboxylase acyl-carrier protein],,,
[DsrEFH complex] persulfide,,,
"[ribulose-1,5-bisphosphate-carboxylase]-lysine",,,
"[ribulose-1,5-bisphosphate-carboxylase]-N6-methyl-L-lysine",,,
